,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
mu,2.22,3.352,-0.025,3.65,0.314,0.528,179.0,32.0,1.02
sigma,3.519,2.138,2.798,3.587,0.457,0.328,109.0,28.0,1.04
